GameId,Games,Year,Season,City
657,2008 Summer,2008,Summer,Beijing
658,2000 Summer,2000,Summer,Sydney
659,2000 Summer,2000,Summer,Sydney
660,2004 Summer,2004,Summer,Athina
661,2012 Summer,2012,Summer,London
662,2008 Summer,2008,Summer,Beijing
663,2000 Summer,2000,Summer,Sydney
664,2000 Summer,2000,Summer,Sydney
665,2004 Summer,2004,Summer,Athina
666,2012 Summer,2012,Summer,London
667,2016 Summer,2016,Summer,Rio de Janeiro
668,2008 Summer,2008,Summer,Beijing
669,2016 Summer,2016,Summer,Rio de Janeiro
670,2004 Summer,2004,Summer,Athina
671,2008 Summer,2008,Summer,Beijing
672,2016 Summer,2016,Summer,Rio de Janeiro
673,2008 Summer,2008,Summer,Beijing
674,2008 Summer,2008,Summer,Beijing
675,2004 Summer,2004,Summer,Athina
676,2000 Summer,2000,Summer,Sydney
677,2000 Summer,2000,Summer,Sydney
678,2004 Summer,2004,Summer,Athina
679,2000 Summer,2000,Summer,Sydney
680,2000 Summer,2000,Summer,Sydney
681,2008 Summer,2008,Summer,Beijing
682,2008 Summer,2008,Summer,Beijing
683,2000 Summer,2000,Summer,Sydney
684,2004 Summer,2004,Summer,Athina
685,2004 Summer,2004,Summer,Athina
686,2012 Summer,2012,Summer,London
687,2012 Summer,2012,Summer,London
688,2012 Summer,2012,Summer,London
689,2016 Summer,2016,Summer,Rio de Janeiro
690,2004 Summer,2004,Summer,Athina
691,2012 Summer,2012,Summer,London
692,2000 Summer,2000,Summer,Sydney
693,2000 Summer,2000,Summer,Sydney
694,2000 Summer,2000,Summer,Sydney
695,2004 Summer,2004,Summer,Athina
696,2000 Summer,2000,Summer,Sydney
697,2004 Summer,2004,Summer,Athina
698,2008 Summer,2008,Summer,Beijing
699,2008 Summer,2008,Summer,Beijing
700,2016 Summer,2016,Summer,Rio de Janeiro
701,2008 Summer,2008,Summer,Beijing
702,2008 Summer,2008,Summer,Beijing
703,2008 Summer,2008,Summer,Beijing
704,2008 Summer,2008,Summer,Beijing
705,2004 Summer,2004,Summer,Athina
706,2012 Summer,2012,Summer,London
707,2008 Summer,2008,Summer,Beijing
708,2008 Summer,2008,Summer,Beijing
709,2000 Summer,2000,Summer,Sydney
710,2016 Summer,2016,Summer,Rio de Janeiro
711,2012 Summer,2012,Summer,London
712,2012 Summer,2012,Summer,London
713,2000 Summer,2000,Summer,Sydney
714,2008 Summer,2008,Summer,Beijing
715,2008 Summer,2008,Summer,Beijing
716,2004 Summer,2004,Summer,Athina
717,2008 Summer,2008,Summer,Beijing
718,2012 Summer,2012,Summer,London
719,2000 Summer,2000,Summer,Sydney
720,2004 Summer,2004,Summer,Athina
721,2008 Summer,2008,Summer,Beijing
722,2016 Summer,2016,Summer,Rio de Janeiro
723,2008 Summer,2008,Summer,Beijing
724,2012 Summer,2012,Summer,London
725,2000 Summer,2000,Summer,Sydney
726,2016 Summer,2016,Summer,Rio de Janeiro
727,2008 Summer,2008,Summer,Beijing
728,2012 Summer,2012,Summer,London
729,2012 Summer,2012,Summer,London
730,2004 Summer,2004,Summer,Athina
731,2008 Summer,2008,Summer,Beijing
732,2000 Summer,2000,Summer,Sydney
733,2000 Summer,2000,Summer,Sydney
734,2000 Summer,2000,Summer,Sydney
735,2012 Summer,2012,Summer,London
736,2004 Summer,2004,Summer,Athina
737,2004 Summer,2004,Summer,Athina
738,2008 Summer,2008,Summer,Beijing
739,2004 Summer,2004,Summer,Athina
740,2004 Summer,2004,Summer,Athina
741,2008 Summer,2008,Summer,Beijing
742,2008 Summer,2008,Summer,Beijing
743,2008 Summer,2008,Summer,Beijing
744,2012 Summer,2012,Summer,London
745,2004 Summer,2004,Summer,Athina
