379,Esther Ruth  Lofgren,F,27,188,79,Gold,Rowing Women's Coxed Eights,USA,2012 Summer
380,"Eleanor ""Elle"" Logan",F,20,188,86,Gold,Rowing Women's Coxed Eights,USA,2008 Summer
381,"Eleanor ""Elle"" Logan",F,24,188,86,Gold,Rowing Women's Coxed Eights,USA,2012 Summer
382,"Eleanor ""Elle"" Logan",F,28,188,86,Gold,Rowing Women's Coxed Eights,USA,2016 Summer
383,Constantine Michael Louloudis,M,24,190,92,Gold,Rowing Men's Coxless Fours,GBR,2016 Summer
384,Igor Vladimirovich Lukashin,M,21,171,70,Gold,Diving Men's Synchronized Platform,RUS,2000 Summer
385,Luo Xuejuan,F,20,167,64,Gold,Swimming Women's 100 metres Breaststroke,CHN,2004 Summer
386,Luo Yutong,M,26,165,62,Gold,Diving Men's Synchronized Springboard,CHN,2012 Summer
387,Manuela Lutze,F,26,185,78,Gold,Rowing Women's Quadruple Sculls,GER,2000 Summer
388,Linda June MacKenzie (-Single),F,24,161,52,Gold,Swimming Women's 4 x 200 metres Freestyle Relay,AUS,2008 Summer
389,Natalia Madaj,F,28,175,68,Gold,Rowing Women's Double Sculls,POL,2016 Summer
390,Norbert Madaras,M,24,191,91,Gold,Water Polo Men's Water Polo,HUN,2004 Summer
391,Norbert Madaras,M,28,191,91,Gold,Water Polo Men's Water Polo,HUN,2008 Summer
394,Florent Manaudou,M,21,199,99,Gold,Swimming Men's 50 metres Freestyle,FRA,2012 Summer
395,Duan Mandi,M,22,202,105,Gold,Water Polo Men's Water Polo,SRB,2016 Summer
396,Simone Ashley Manuel,F,20,178,73,Gold,Swimming Women's 100 metres Freestyle,USA,2016 Summer
397,Simone Ashley Manuel,F,20,178,73,Gold,Swimming Women's 4 x 100 metres Medley Relay,USA,2016 Summer
398,Tams Mrcz,M,26,186,82,Gold,Water Polo Men's Water Polo,HUN,2000 Summer
399,Melanie Margalis,F,24,173,65,Gold,Swimming Women's 4 x 200 metres Freestyle Relay,USA,2016 Summer
409,"Christopher James ""Chris"" Mears",M,23,172,70,Gold,Diving Men's Synchronized Springboard,GBR,2016 Summer
410,"Catherine Michelle ""Katie"" Meili",F,25,170,61,Gold,Swimming Women's 4 x 100 metres Medley Relay,USA,2016 Summer
422,Stefan Mitrovi,M,28,195,91,Gold,Water Polo Men's Water Polo,SRB,2016 Summer
427,Stephan Mlvig,M,25,180,75,Gold,Rowing Men's Lightweight Coxless Fours,DEN,2004 Summer
486,Blake Pieroni,M,20,188,86,Gold,Swimming Men's 4 x 100 metres Freestyle Relay,USA,2016 Summer
487,Adam Robert Pine,M,24,183,80,Gold,Swimming Men's 4 x 100 metres Freestyle Relay,AUS,2000 Summer
488,Matthew Clive Pinsent,M,29,196,108,Gold,Rowing Men's Coxless Fours,GBR,2000 Summer
489,Carly Piper (-Ryan),F,20,187,81,Gold,Swimming Women's 4 x 200 metres Freestyle Relay,USA,2004 Summer
490,Constana Pipot-Burcic,F,29,174,64,Gold,Rowing Women's Lightweight Double Sculls,ROU,2000 Summer
500,Qin Kai,M,22,170,65,Gold,Diving Men's Synchronized Springboard,CHN,2008 Summer
501,Qin Kai,M,26,170,65,Gold,Diving Men's Synchronized Springboard,CHN,2012 Summer
502,Nunzia Cinzia Ragusa,F,27,179,70,Gold,Water Polo Women's Water Polo,ITA,2004 Summer
503,Simone Raineri,M,23,190,93,Gold,Rowing Men's Quadruple Sculls,ITA,2000 Summer
504,Sava Ranelovi,M,23,193,98,Gold,Water Polo Men's Water Polo,SRB,2016 Summer
509,Shayne Leanne Reese,F,25,168,62,Gold,Swimming Women's 4 x 100 metres Medley Relay,AUS,2008 Summer
510,Emily Regan,F,28,188,81,Gold,Rowing Women's Coxed Eights,USA,2016 Summer
511,Maximilian Reinelt,M,23,195,98,Gold,Rowing Men's Coxed Eights,GER,2012 Summer
516,"Stephanie Louise ""Steph"" Rice",F,20,176,67,Gold,Swimming Women's 200 metres Individual Medley,AUS,2008 Summer
517,"Stephanie Louise ""Steph"" Rice",F,20,176,67,Gold,Swimming Women's 400 metres Individual Medley,AUS,2008 Summer
518,va Risztov,F,26,173,72,Gold,Swimming Women's 10 kilometres Open Water,HUN,2012 Summer
519,Taylor Ritzel,F,23,188,84,Gold,Rowing Women's Coxed Eights,USA,2012 Summer
520,Svetlana Alekseyevna Romashina,F,22,173,57,Gold,Synchronized Swimming Women's Duet,RUS,2012 Summer
521,Svetlana Alekseyevna Romashina,F,22,173,57,Gold,Synchronized Swimming Women's Team,RUS,2012 Summer
522,Svetlana Alekseyevna Romashina,F,26,173,57,Gold,Synchronized Swimming Women's Duet,RUS,2016 Summer
523,Svetlana Alekseyevna Romashina,F,26,173,57,Gold,Synchronized Swimming Women's Team,RUS,2016 Summer
524,Giaan Leigh Rooney,F,21,175,63,Gold,Swimming Women's 4 x 100 metres Medley Relay,AUS,2004 Summer
525,Massimiliano Edgar Rosolino,M,22,192,88,Gold,Swimming Men's 200 metres Individual Medley,ITA,2000 Summer
526,Kelly Kristen Rulon,F,27,178,61,Gold,Water Polo Women's Water Polo,USA,2012 Summer
527,Cierra Runge,F,20,193,85,Gold,Swimming Women's 4 x 200 metres Freestyle Relay,USA,2016 Summer
528,"Benjamin Jon ""Ben"" Rutledge",M,27,194,95,Gold,Rowing Men's Coxed Eights,CAN,2008 Summer
529,Katrin Rutschow-Stomporowski,F,29,180,79,Gold,Rowing Women's Single Sculls,GER,2004 Summer
530,Sarah Michelle Ryan,F,27,173,65,Gold,Swimming Women's 4 x 100 metres Freestyle Relay,AUS,2004 Summer
531,Max Salminen,M,23,197,98,Gold,Sailing Men's Two Person Keelboat,SWE,2012 Summer
532,Kaitlin Shea Sandeno (-Hogan),F,21,168,54,Gold,Swimming Women's 4 x 200 metres Freestyle Relay,USA,2004 Summer
533,Alessio Sartori,M,23,200,100,Gold,Rowing Men's Quadruple Sculls,ITA,2000 Summer
534,"William Spencer ""Will"" Satch",M,27,198,100,Gold,Rowing Men's Coxed Eights,GBR,2016 Summer
535,Martin Sauer,M,29,169,55,Gold,Rowing Men's Coxed Eights,GER,2012 Summer
536,Dmitry Ivanovich Sautin,M,26,172,65,Gold,Diving Men's Synchronized Platform,RUS,2000 Summer
537,"Mohamed Karim ""Moe"" Sbihi",M,28,202,110,Gold,Rowing Men's Coxless Fours,GBR,2016 Summer
538,Alexander Frederick Yorke Scarlett,M,25,196,98,Gold,Rowing Men's Coxed Eights,GBR,2000 Summer
539,"Jessicah Lee ""Jess"" Schipper",F,21,170,60,Gold,Swimming Women's 4 x 100 metres Medley Relay,AUS,2008 Summer
540,"Melanie Rene ""Mel"" Schlanger (-Wright)",F,21,176,65,Gold,Swimming Women's 4 x 200 metres Freestyle Relay,AUS,2008 Summer
541,"Melanie Rene ""Mel"" Schlanger (-Wright)",F,25,176,65,Gold,Swimming Women's 4 x 100 metres Freestyle Relay,AUS,2012 Summer
542,Lauren Schmetterling,F,28,180,77,Gold,Rowing Women's Coxed Eights,USA,2016 Summer
543,Lisa Schmidla,F,25,173,76,Gold,Rowing Women's Quadruple Sculls,GER,2016 Summer
544,Richard Schmidt,M,25,191,87,Gold,Rowing Men's Coxed Eights,GER,2012 Summer
569,Alla Anatolyevna Shishkina,F,22,170,54,Gold,Synchronized Swimming Women's Team,RUS,2012 Summer
570,Alla Anatolyevna Shishkina,F,27,170,54,Gold,Synchronized Swimming Women's Team,RUS,2016 Summer
571,Lindsay Shoop,F,26,185,79,Gold,Rowing Women's Coxed Eights,USA,2008 Summer
572,Anna Vladimirovna Shorina,F,21,161,52,Gold,Synchronized Swimming Women's Team,RUS,2004 Summer
573,Anna Vladimirovna Shorina,F,25,161,52,Gold,Synchronized Swimming Women's Team,RUS,2008 Summer
574,Mariya Vladimirovna Shurochkina,F,21,164,48,Gold,Synchronized Swimming Women's Team,RUS,2016 Summer
575,Christoph Sieber,M,29,177,68,Gold,Sailing Men's Windsurfer,AUT,2000 Summer
576,Alette Hilde Sijbring,F,26,174,68,Gold,Water Polo Women's Water Polo,NED,2008 Summer
577,Kerry Simmonds,F,27,183,82,Gold,Rowing Women's Coxed Eights,USA,2016 Summer
578,Martin Sinkovi,M,26,188,95,Gold,Rowing Men's Double Sculls,CRO,2016 Summer
579,Valent Sinkovi,M,28,187,93,Gold,Rowing Men's Double Sculls,CRO,2016 Summer
580,Nikolaos Siranidis,M,28,175,75,Gold,Diving Men's Synchronized Springboard,GRE,2004 Summer
581,Sarah Frederica Sjstrm,F,22,182,76,Gold,Swimming Women's 100 metres Butterfly,SWE,2016 Summer
582,Tom Slingsby,M,27,186,81,Gold,Sailing Men's One Person Dinghy,AUS,2012 Summer
583,Miloushka Yasemin Smit,F,23,178,70,Gold,Water Polo Women's Water Polo,NED,2008 Summer
584,Clark Smith,M,21,206,90,Gold,Swimming Men's 4 x 200 metres Freestyle Relay,USA,2016 Summer
